商家名称,商家图片,联系人,联系电话,微信号,入驻时长（单位：月）,商家地址,简介
古田山饮用水庄,https://poi-pic-gz.cdn.bcebos.com/pic_15d22fde61a74be2d7156c2f8f04d8c8.jpeg,(0570)2972180,(0570)2972180, ,6,浙江省衢州市柯城区大桥路185号, 
天天送水行,https://taojin-his.cdn.bcebos.com/09fa513d269759eefd38304cbcfb43166c22dfc9.jpg,(0575)82037474/(0575)82037774/13306751163,(0575)82037474/(0575)82037774/13306751163, ,6,绍兴市上虞区越兴西路149号天天送水桶装水烟酒副食, 
盛隆桶装水商行,https://poi-pic.cdn.bcebos.com/6cd1697ab1946a50ff350c163d6e6e15.jpg,13375853830,13375853830, ,6,浙江省绍兴市越城区稽山街道鲁迅东路319号, 
诸暨市城北饮用水商店,https://taojin-his.cdn.bcebos.com/eaf81a4c510fd9f97622fe7d2a2dd42a2834a4e9.jpg,(0575)87219326,(0575)87219326, ,6,浙江省绍兴市诸暨市鼓山路20号, 
大桶水全城配送,https://poi-pic-gz.cdn.bcebos.com/pic_162dfcea33aaa5ce3443816e135b6730.jpeg,13567505588,13567505588, ,6,绍兴市嵊州市江滨西路嵊州市红旗幼教集团红旗幼儿园西南侧约30米, 
老郭桶装水,https://lbsugc.cdn.bcebos.com/images/ad3c855f189f0f47685cf62f9c0dd9a5_9425.png,19883566557,19883566557, ,6,浙江省绍兴市柯桥区碧海路127号, 
美家送(湖州农夫山泉送水中心),https://taojin-his.cdn.bcebos.com/7e3e6709c93d70cfe0a747c5f4dcd100bba12b9d.jpg,(0572)2076662,(0572)2076662, ,6,浙江省湖州市吴兴区红丰路609~611号, 
锋明水业,https://poi-pic-gz.cdn.bcebos.com/pic_6e83ad6baa46292736b5261d0c87fc8d.jpg,18906729774,18906729774, ,6,浙江省湖州市南浔区再兴路137号, 
娃哈哈供水站,https://poi-pic-gz.cdn.bcebos.com/pic_960b741bf220a805acf835963c6ebcf0.jpeg,(0572)8066325/(0572)8071545,(0572)8066325/(0572)8071545, ,6,浙江省湖州市德清县东升街415号, 
娃哈哈正大正源桶装水,https://taojin-his.cdn.bcebos.com/fc1f4134970a304e85229d3edfc8a786c8175cf5.jpg,(0577)62311234/(0577)62315678,(0577)62311234/(0577)62315678, ,6,虹港中路19号, 
水联盟送水到家,https://poi-pic-gz.cdn.bcebos.com/pic_bb488e63b8a26a357bd42decf4626a73.jpeg,18968869369,18968869369, ,6,浙江省温州市鹿城区市府路龙沈新村8幢104室, 
集汇祥送水到府,https://taojin-pic-gz.cdn.bcebos.com/bos_gz_2848bd6722587e85588871bbaa310e8d.jpg,18968866633,18968866633, ,6,温州市瓯海区温瞿东路富锦商务宾馆东南侧约70米, 
哆哆送水,https://pic-map.cdn.bcebos.com/img/71bb4ed4559ce5f47e7e894a3cc766f8,18072176699,18072176699, ,6,温州市龙湾区沧浪路沙城派出所西北侧约180米, 
农夫山泉送水到府桶装水直营店,https://poi-pic-gz.cdn.bcebos.com/001/146_ce6243b3c560654be5cd78ed07803459.jpeg,13958707772,13958707772, ,6,浙江省温州市龙港市泰兴路82号, 
天然桶装水,https://lbsugc.cdn.bcebos.com/images/3c5a3ef2e72b052224bef46ce3d90564_5893.jpeg,18768342925,18768342925, ,6,嘉兴市平湖市独山港镇港湾路393号, 
桐兴水站饮用水,https://poi-pic-gz.cdn.bcebos.com/pic_224b7206a426e765be0ef5285575179b.jpeg,13575315576,13575315576, ,6,浙江省嘉兴市桐乡市梧桐街道城东村秋韵小区582号底楼朝南2间102号、103号室, 
斜桥鹃湖水业,https://taojin-his.cdn.bcebos.com/a9d3fd1f4134970a461a14749bcad1c8a7865d7b.jpg,(0573)87716777,(0573)87716777, ,6,振兴路36号, 
清龙泉送水站,https://taojin-his.cdn.bcebos.com/d01373f082025aafb54d9ac6f5edab64034f1abb.jpg,(0573)82533801/13375733910/13736867014,(0573)82533801/13375733910/13736867014, ,6,浙江省嘉兴市南湖区文桥路97号, 
临平新城送水站,https://lbsugc.cdn.bcebos.com/images/B6487fd9e6134c5438.jpeg,18969971866,18969971866, ,6,杭州市临平区世纪大道西景瑞·御华府, 
杭州市江干区源源送水服务部,https://lbsugc.cdn.bcebos.com/images/931fe167c3134b2832110c4e024e4272_5877.jpeg,15314609161,15314609161, ,6,浙江省杭州市上城区闸弄口新村14号2室, 
娃哈哈农夫山泉桶装水(青山湖送水站),https://lbsugc.cdn.bcebos.com/images/B645daee3355b1bf1c.jpeg,18258270961,18258270961, ,6,浙江省杭州市临安区科技大道青山家园60号, 
娃哈哈桶装水(勾庄水站),https://taojin-his.cdn.bcebos.com/79f0f736afc3793174d9df3ae4c4b74543a9116b.jpg,0571-88751800,0571-88751800, ,6,浙江省杭州市余杭区通信桥路59号, 
娃哈哈(桶水专卖店),https://taojin-his.cdn.bcebos.com/34fae6cd7b899e51190dcedc4ca7d933c9950d72.jpg,13588414845,13588414845, ,6,杭州市钱塘区通围路义蓬第二小学北侧, 
娃哈哈水站,https://poi-pic-gz.cdn.bcebos.com/pic_eb561007ae14276fe95f2a2584c4ed65.jpeg,18072787080,18072787080, ,6,浙江省杭州市拱墅区潮王路65号, 
春晓矿泉水桶装水送水公司,https://lbsugc.cdn.bcebos.com/images/b536505e39bbfb89a5cc62b7947848a8_5833.jpeg,13456125466,13456125466, ,6,浙江省宁波市北仑区春晓街道龙门山路121号, 
大梁山矿泉水(总经销),https://taojin-his.cdn.bcebos.com/b17eca8065380cd718994596af44ad34588281c2.jpg,13606599495,13606599495, ,6,保庆路40号, 
农夫山泉送水到府(首南服务站),https://lbsugc.cdn.bcebos.com/images/ad4435e77527645e3e1cf73529ee221f_0664.jpeg,13175172818,13175172818, ,6,宁波市鄞州区沈海高速馨悦家园西南侧约120米, 
阿友水站,https://pic-map.cdn.bcebos.com/img/d367dec68c3f17218ef4c00a5863800c,18858088840,18858088840, ,6,宁波市慈溪市三北东路菜场小区东北侧约70米, 
鑫马水站,https://poi-pic-gz.cdn.bcebos.com/pic_5b65b199ce2f91f4b0c7e1253a26f8e4.jpeg,15858402481,15858402481, ,6,宁波市江北区通途路(新马路段)新马小区, 
桶装水总经销,https://poi-pic-gz.cdn.bcebos.com/pic_ea12b280a5aeb1c67a69485bd707948d.jpeg,(0898)23317550/18976058018,(0898)23317550/18976058018, ,6,东坡路197号, 
向往水杯店,https://poi-pic-gz.cdn.bcebos.com/pic_7857e1799524b871e929bb9fcb33f10b.jpeg,17608911118,17608911118, ,6,海南省三亚市崖州区塘边路39号, 
三亚吉阳浩浩桶水配送店,https://poi-pic-gz.cdn.bcebos.com/pic_544c8296032e7c7cab9a9668870c9842.jpeg,15348816063,15348816063, ,6,海南省三亚市吉阳区区政府旁100米, 
海口琼山春发矿泉水店,https://poi-pic-gz.cdn.bcebos.com/pic_53874c352f0f85dbc681c1b5d94bfe8d.jpg,13976991351,13976991351, ,6,海口市琼山区迈瀛路凤翔山庄东北侧约60米, 
启松桶装水瓶装水送水店,https://poi-pic-gz.cdn.bcebos.com/pic_e3ea5323518570e953e3dbb8924392b1.jpeg,18976774986,18976774986, ,6,海南省海口市龙华区华海路6号, 
桶装水西海岸配送水站(滨纷水店),https://poi-pic-gz.cdn.bcebos.com/pic_47cf0422c1b10e6b7d586d275f58c578.jpeg,13876837585,13876837585, ,6,海口市秀英区长新路海南省海口技师学院西北侧约250米, 
冰露桶装水文昌经销点(教育一巷店),https://poi-pic-gz.cdn.bcebos.com/pic_d373daea09566bfc9297f6d99293a833.jpeg,13976818152,13976818152, ,6,文昌市教育一巷文昌实验中学西南侧约30米, 
东方城东龙泉马岭食品厂,https://lbsugc.cdn.bcebos.com/images/B64831e30a31e11315f.jpeg,13976432796,13976432796, ,6,东方市欣乐幼儿园西北侧约220米, 
思源饮用水,https://poi-pic-gz.cdn.bcebos.com/pic_6c0a56615a449b9645218ef7ac07a8ce.jpeg,(0712)4325000,(0712)4325000, ,6,府南路5号, 
乐百氏水便利(福临家园东南),https://taojin-his.cdn.bcebos.com/0b7b02087bf40ad18dfcd539592c11dfa8ecced4.jpg,(0712)2824728,(0712)2824728, ,6,孝感市孝南区园林路孝南建设局旁边福临家园楼下, 
西大街送水站,https://taojin-his.cdn.bcebos.com/b219ebc4b74543a9791839c413178a82b90114b3.jpg,(0712)3250190/13797189548,(0712)3250190/13797189548, ,6,湖北省孝感市应城市城中街道西大街38号, 
恒景源饮水部(荆州地区第40号旗舰店),https://poi-pic-gz.cdn.bcebos.com/pic_d48c1cfa8b232eb0e260becc6b168072.jpeg,15927981980,15927981980, ,6,湖北省荆州市监利市百晟商铺4-112号, 
换甲山王纯净水,https://poi-pic-gz.cdn.bcebos.com/pic_c3e8f023f139b6e0028acd7f7061af75.jpeg,18972112240,18972112240, ,6,荆州市沙市区新民街支线凤台坊小区, 
桶装水专营店,https://poi-pic-gz.cdn.bcebos.com/pic_b214e0aa50461045a3b38d9a7360d080.jpeg,15272322309,15272322309, ,6,荆州市松滋市街杨西斋初级中学东侧约90米, 
襄城区楚双泉桶装水配送中心,https://poi-pic-gz.cdn.bcebos.com/pic_cd2e3761f1e8a0ec921def42a035e437.jpeg,18608677840,18608677840, ,6,湖北省襄阳市襄城区宝通路东头北侧商铺, 
农夫山泉桶装水(荆门总经销),https://poi-pic-gz.cdn.bcebos.com/pic_3b6550451183d7e7cc114354f40ca917.jpeg,13971839710,13971839710, ,6,湖北省荆门市掇刀区虎牙关大道171-4号421号栋, 
天天纯净水,https://taojin-his.cdn.bcebos.com/503d269759ee3d6d6e06592c4d166d224e4ade11.jpg,(0724)4853867,(0724)4853867, ,6,荆门市钟祥市车站二路地高·名仕城南侧约170米, 
四季荷花纯净水,https://poi-pic-gz.cdn.bcebos.com/pic_1ab557d9ab71f14db89e6729ab54c5b3.jpeg,(0724)8560666/(0724)8561666,(0724)8560666/(0724)8561666, ,6,湖北荆门市沙洋县洪岭大道南22号12栋, 
沁源包装饮用水,https://poi-pic-gz.cdn.bcebos.com/pic_0e845df9a710a7174ed33068815f6f45.jpeg,(0717)3817376/(0717)3822299,(0717)3817376/(0717)3822299, ,6,湖北省宜昌市远安县南门路174号, 
广西巴马众寿山泉湖北宜昌总经销,https://pic-map.cdn.bcebos.com/img/d1600df8b481713535a16d2fa0f5dd90,19371314397,19371314397, ,6,湖北省宜昌市西陵区清波路11号, 
桶装水配送中心,https://taojin-his.cdn.bcebos.com/0e2442a7d933c895325e5565de1373f082020088.jpg,(0717)6052778,(0717)6052778, ,6,湖北省宜昌市夷陵区祥和二巷218号, 
恒大冰泉直营店,https://poi-pic-gz.cdn.bcebos.com/pic_9ffa48cd590b416df99ffa3e61b21c67.jpeg,15872518686,15872518686, ,6,湖北省宜昌市当阳市广家洲路与张生路交叉口西北约200米, 
南门水站,https://taojin-his.cdn.bcebos.com/8718367adab44aed02d05d86be1c8701a18bfb32.jpg,15826733898,15826733898, ,6,湖北省随州市广水市四贤路91号, 
蓝天纯净水,https://poi-pic-gz.cdn.bcebos.com/pic_d4387e68687a7d303cf44c6fbe0f2d34.jpeg,(0718)4336910/13403048987,(0718)4336910/13403048987, ,6,湖北省恩施土家族苗族自治州巴东县营沱路167号, 
夷水山泉,https://poi-pic-gz.cdn.bcebos.com/pic_2563cee39427eea28ceadf7c4cd96eab.jpeg,(0718)7290808/(0718)7290908,(0718)7290808/(0718)7290908, ,6,恩施土家族苗族自治州利川市木梳山巷华盛五星公馆东北侧约210米, 
三氿清,https://poi-pic-gz.cdn.bcebos.com/pic_6e7714a11a4b21001d7d8f3aa0a09a12.jpeg,15027200738,15027200738, ,6,湖北省恩施土家族苗族自治州恩施市大桥路45号, 
云泉居万和园,https://lbsugc.cdn.bcebos.com/images/H0bd162d9f2d3572c3f9d44218613632763d0c3d4.jpg,(0718)5790177,(0718)5790177, ,6,湖北省恩施土家族苗族自治州宣恩县民族三路与沿河路交叉口南150米, 
品牌桶装水,https://lbsugc.cdn.bcebos.com/images/B6651e09e47ca9163cb.jpeg,15327166246/15327361330,15327166246/15327361330, ,6,湖北省武汉市武昌区紫湖村19号, 
娃哈哈桶装水(吉林街),https://taojin-his.cdn.bcebos.com/9358d109b3de9c82edb691e06281800a18d84389.jpg,15871393023,15871393023, ,6,湖北省武汉市青山区吉林街9号, 
乐百氏中联净水康毅桶装水配送,https://taojin-his.cdn.bcebos.com/500fd9f9d72a6059a64c6b1c2634349b033bba5c.jpg,(027)82942748/13419601996,(027)82942748/13419601996, ,6,后湖街建设新村508-2号, 
金色水站,https://poi-pic-gz.cdn.bcebos.com/pic_307e8b9ef5ff5e4024f7691bc043cdee.jpeg,13100670817,13100670817, ,6,万科金色城市花木市场4号, 
娃哈哈桶装水(黄孝北路店),https://taojin-his.cdn.bcebos.com/0bd162d9f2d3572c594f7bab8713632762d0c31c.jpg,15994214040,15994214040, ,6,北湖黄孝北路18号(取水楼地铁站K口步行330米), 
娃哈哈桶装水恒大桶装水景田桶装水,https://poi-pic-gz.cdn.bcebos.com/pic_ffd043ce5d66ac5e431711535964d443.jpeg,13971075877,13971075877, ,6,武汉市蔡甸区市场路海天·小太阳幼儿园西南侧约30米, 
景田桶装水(栗庙新村水店),https://poi-pic-gz.cdn.bcebos.com/pic_861b761458d09044bddb5e1af30623e3.jpeg,15871419728,15871419728, ,6,武汉市江夏区环岛路栗庙新村, 
天泉纯净水,https://taojin-his.cdn.bcebos.com/622762d0f703918f3f758ac15c3d269759eec411.jpg,(0719)5714181,(0719)5714181, ,6,湖北省十堰市丹江口市财神路92号, 
先康溪水涧纯净水,https://poi-pic-gz.cdn.bcebos.com/pic_1110af664c4052bb34b7c57aa8e90cd2.jpeg,(0719)8310878/(0719)8461661,(0719)8310878/(0719)8461661, ,6,湖北省十堰市茅箭区白浪中路9号, 
景田百岁山桶装水(天门店),https://poi-pic-gz.cdn.bcebos.com/pic_44fec2be07853c35a822e11e9f1d1fb5.jpeg,(0728)5367668,(0728)5367668, ,6,竟陵街道钟惺大道, 
甘露纯净水,https://poi-pic-gz.cdn.bcebos.com/pic_376b20a9f933f47be95eff2c9bbf680c.jpeg,13409693760,13409693760, ,6,黄冈市黄州区东门路富兴小区西南侧约60米, 
安浠尔饮用水,https://taojin-his.cdn.bcebos.com/fcfaaf51f3deb48f33ae5170fe1f3a292cf5785d.jpg,(0713)4221628/(0713)4239648,(0713)4221628/(0713)4239648, ,6,湖北省黄冈市浠水县翟港路55号, 
天地冰泉,https://poi-pic-gz.cdn.bcebos.com/pic_2f016346fec94591384374bcb2689eff.jpeg,18771609508,18771609508, ,6,黄冈市黄梅县建陶路誉天下名城幼儿园西北侧约180米, 
好水先生,https://poi-pic-gz.cdn.bcebos.com/pic_7aedb22be9fee56e489486bb4b023785.jpeg,(0713)7069588,(0713)7069588, ,6,湖北省黄冈市英山县G318(学府路), 
武穴市晓珍纯净水经营部,https://poi-pic-gz.cdn.bcebos.com/pic_310c64e3d2f708643d5c0299110bde7b.jpeg,(0713)6230405,(0713)6230405, ,6,湖北省黄冈市武穴市钟楼巷9号, 
鹏龙山泉饮用纯净水,https://poi-pic-gz.cdn.bcebos.com/pic_b11a6cafaa58d9c8bd6a25f11680d19f.jpeg,(0715)3380678/(0715)3898878/15871950718,(0715)3380678/(0715)3898878/15871950718, ,6,咸宁市崇阳县仪表路二巷23号, 
九宫山天然山泉水,https://poi-pic-gz.cdn.bcebos.com/pic_ada6bad8e0c6c793ba04ab0f8b2e26c5.jpeg,15342732590,15342732590, ,6,湖北省咸宁市通山县白云路4号, 
壹叁壹玖·富锶山泉,https://poi-pic-gz.cdn.bcebos.com/pic_c21ac1f4d1f80e0dc68fea1a31f4fe37.jpeg,15671988168,15671988168, ,6,古城路15号, 
花湖牛奶(团城山中转站),https://lbsugc.cdn.bcebos.com/images/B648875f1bf792e960.jpeg,(0714)6387717,(0714)6387717, ,6,黄石市下陆区傅家庄小区6栋, 
亲诚送水(株洲总店),https://poi-pic-gz.cdn.bcebos.com/pic_dbd5c94437e3f8e3f9d2c6fb412f65aa.jpeg,15873361667,15873361667, ,6,来园村26栋, 
铁甲山泉,https://poi-pic-gz.cdn.bcebos.com/pic_6211f311e544043edf25b74a624248b2.jpeg,(0731)25223567/13789072418,(0731)25223567/13789072418, ,6,株洲市茶陵县东阳街株洲世纪星实验学校东南侧约90米, 
井天下深山活泉桶装水,https://poi-pic-gz.cdn.bcebos.com/pic_1c674ec15eedf17b2436980ad31db3d1.jpeg,17773337336,17773337336, ,6,湖南省株洲市天元区泰山路194号, 
仕之源(东塔送水分店),https://taojin-his.cdn.bcebos.com/c9fcc3cec3fdfc03822c7baadb3f8794a4c2264f.jpg,(0735)2255899,(0735)2255899, ,6,湖南郴州市苏仙区中山东街21-11号, 
送水山泉水,https://poi-pic-gz.cdn.bcebos.com/pic_540baa30d2886ffadc22ada47e8d2c06.jpeg,13875568684/18152759696,13875568684/18152759696, ,6,郴州市资兴市大全路资兴市第二完全小学西侧约40米, 
阳明山桶水(河西分店),https://taojin-his.cdn.bcebos.com/a08b87d6277f9e2f5de0992e1330e924b899f33b.jpg,13974605418/17375962428,13974605418/17375962428, ,6,永州市零陵区工农路丽景华庭小区东南侧约50米, 
山雨乐桶装水店,https://lbsugc.cdn.bcebos.com/images/22d06d835303c228d0fd40199b2cd7f6_6209.jpeg,(0746)2999866/18007465033,(0746)2999866/18007465033, ,6,湖南省永州市蓝山县工业大道1号, 
龙泉纯净水厂,https://poi-pic-gz.cdn.bcebos.com/pic_3b5909061d49b53f863d115adb35732f.jpg,(0746)4720368/(0746)4721458,(0746)4720368/(0746)4721458, ,6,永州市新田县银象路职业中专东南侧约260米, 
放心饮桶装水店,https://lbsugc.cdn.bcebos.com/images/Hf9198618367adab460bbf88d85d4b31c8601e491.jpg,18274598730,18274598730, ,6,怀化市鹤城区城东新区农贸市场东南侧, 
竹之蓝饮用纯净水门市部,https://poi-pic-gz.cdn.bcebos.com/pic_4380e5a87d011f2c5c8d97d29cc49b2e.jpeg,(0736)3388502/13973656757,(0736)3388502/13973656757, ,6,湖南省常德市澧县晓钟街617号, 
沁潇湘天然饮用水供应站(澧阳西路店),https://taojin-his.cdn.bcebos.com/060828381f30e924948f494243086e061d95f79e.jpg,(0736)5335191/(0736)5338198,(0736)5335191/(0736)5338198, ,6,湖南省常德市石门县澧阳西路508号, 
狮神山泉水,https://poi-pic-gz.cdn.bcebos.com/pic_9c6b42ecb1ce83a076ba5e8fb90f2bed.jpg,15873883186/15873883687,15873883186/15873883687, ,6,湖南省娄底市双峰县永丰街道复兴街57号, 
送气送水,https://poi-pic-gz.cdn.bcebos.com/pic_040d8971dbfa98e1faa86c178e427b20.jpeg,(0738)8363327,(0738)8363327, ,6,娄底市娄星区聂家巷长青住宅小区东南侧约110米, 
五雷山泉,https://taojin-his.cdn.bcebos.com/91529822720e0cf3d29b54220646f21fbf09aafe.jpg,(0744)3223767/(0744)3223787,(0744)3223767/(0744)3223787, ,6,湖南省张家界市慈利县文化路10号, 
乐百氏水便利(湘潭市雨湖区西城送水站),https://poi-pic-gz.cdn.bcebos.com/pic_ec75d8c448d5e003bb1d0995437d0fb6.jpeg,(0731)52328820/13875292138,(0731)52328820/13875292138, ,6,湖南省湘潭市雨湖区韶山西路842号阳光山庄安置房何家大屋1栋, 
湘潭市岳塘区树一六六八饮用水服务部,https://poi-pic-gz.cdn.bcebos.com/pic_09571e935b4d0145393be2f8edf51800.jpeg,(0731)52533008/18975217321,(0731)52533008/18975217321, ,6,湘潭市岳塘区火炬中路云峰小区东侧, 
桶装水配送,https://poi-pic-gz.cdn.bcebos.com/pic_bece167b28625ac81d38ba5d5dc47bf7.jpeg,15197097859/15842810466,15197097859/15842810466, ,6,湖南省岳阳市湘阴县S308(湘汨路), 
石母山泉,https://poi-pic-gz.cdn.bcebos.com/pic_d3655f8e5c262d695b84c5c5988785e7.jpeg,13974099427,13974099427, ,6,岳阳市平江县官塘中心小学西侧约60米, 
水佬大纯净水,https://taojin-his.cdn.bcebos.com/9f2f070828381f30bdb90040a7014c086f06f0b3.jpg,13975929556,13975929556, ,6,湖南省邵阳市双清区火车站乡进站路186号, 
邵阳市大祥区采露源水业配送中心,https://photo-meituan.cdn.bcebos.com/photo/17404781724566a54d2ca2ed2fff106901a37c0826,18230698851/18890161851,18230698851/18890161851, ,6,百春园街道城南乡马蹄社区3组1003号, 
崀山缘纯天然山泉水,https://poi-pic-gz.cdn.bcebos.com/pic_f3c2580c97039e9749b53c5e47eb6920.jpg,(0739)4828657,(0739)4828657, ,6,邵阳市新宁县商贸街崀山宏基大酒店南侧约180米, 
水之歌山泉,https://poi-pic-gz.cdn.bcebos.com/pic_de3bdfb2722748fb13ac6ebb870e2d53.jpeg,(0739)3650999/13378090109/17773930108,(0739)3650999/13378090109/17773930108, ,6,酿溪镇大坪电力局旁坪上牛肚王上面, 
金凤山矿泉水城西总经销,https://poi-pic-gz.cdn.bcebos.com/pic_6dd35d50079e7cec898997b3d3cef3b5.jpeg,(0739)8866677,(0739)8866677, ,6,湖南省邵阳市隆回县澄水路64号G320, 
老百姓纯净水,https://poi-pic-gz.cdn.bcebos.com/pic_75461fe8050101c7565e365757a2e636.jpeg,15007480354,15007480354, ,6,邵阳市邵阳县X013白仓镇中学东侧约170米, 
益清山泉口口甘甜,https://taojin-his.cdn.bcebos.com/b7003af33a87e950b2350f8b1e385343fbf2b433.jpg,(0737)4203033/13873780233,(0737)4203033/13873780233, ,6,益阳市赫山区梓苑巷工苑小区东南侧约60米, 
博文,https://poi-pic-gz.cdn.bcebos.com/pic_850813d974432785ca9f5b0e8a24fdf3.jpeg,(0737)5232458,(0737)5232458, ,6,益阳市南县东正街南洲镇第四完全小学东北侧约170米, 
金星山泉,https://poi-pic-gz.cdn.bcebos.com/pic_628c6ba8d1916bcc7872e034dfd35a4e.jpeg,13973696127,13973696127, ,6,益阳市安化县G354烟溪镇人民政府西南侧约260米, 
全家福送气送水站,https://taojin-his.cdn.bcebos.com/c83d70cf3bc79f3dc2c4ab0db7a1cd11728b29e1.jpg,(0734)8199175/13975490694,(0734)8199175/13975490694, ,6,衡阳市蒸湘区船山西路2号崇盛晶珠广场F1, 
雨母水业,https://poi-pic-gz.cdn.bcebos.com/pic_68476664bea5e42adaa819759ccc6326.jpeg,15173456382,15173456382, ,6,湖南省衡阳市石鼓区五一路10号, 
康宇山泉配送中心,https://taojin-his.cdn.bcebos.com/caef76094b36acaf2556fc5d70d98d1000e99cd8.jpg,(0734)5223538/(0734)5228938,(0734)5223538/(0734)5228938, ,6,湖南省衡阳市衡东县新村路124号, 
故乡人送水站,https://poi-pic-gz.cdn.bcebos.com/pic_1ff25212da10534f42264e13b999ee08.jpg,073188881115/15084943801,073188881115/15084943801, ,6,营盘路茅亭子巷62号门面, 
润湘源水业连锁配送,https://poi-pic-gz.cdn.bcebos.com/pic_5df2287a5a23968dc27916e0ec71c9c1.jpeg,13755085509/17373117511,13755085509/17373117511, ,6,古曲路与新雨路交叉口附近, 
亲诚送水(友谊店),https://taojin-his.cdn.bcebos.com/4afbfbedab64034f16828eeca1c379310b551d88.jpg,13875868183,13875868183, ,6,长沙市天心区刘家冲北路友谊小区-B区, 
文浪送水站,https://poi-pic-gz.cdn.bcebos.com/pic_b51cf386a8bdfb059e83633d882d475f.jpeg,18942043335,18942043335, ,6,湖南省长沙市芙蓉区恒达路269号, 
娃哈哈桶装水(李家湾店),https://poi-pic-gz.cdn.bcebos.com/pic_76cb0f6b673e01bd02d09861c2fe7b45.jpeg,13723867933,13723867933, ,6,湖南省长沙市望城区4街李家湾小区15栋, 
亲诚送水(金星路店),https://taojin-his.cdn.bcebos.com/e61190ef76c6a7ef934abc49f3faaf51f3de6674.jpg,17375708348,17375708348, ,6,新裕民小区3栋, 
马营镇大型加水站,https://lbsugc.cdn.bcebos.com/images/B609355efcc016104a9.jpeg,18152215826,18152215826, ,6,甘肃省定西市通渭县S207, 
老杨食品店新城源纯净水,https://poi-pic-gz.cdn.bcebos.com/pic_e2d509f81af8bc1a7038807c17eb697a.jpeg,15117190398,15117190398, ,6,甘肃省兰州市皋兰县秦川镇S201, 
吐鲁沟山泉水,https://taojin-his.cdn.bcebos.com/d833c895d143ad4b56382a4b8e025aafa40f0622.jpg,13309468118/13893618063,13309468118/13893618063, ,6,甘肃省兰州市红古区旋子路18号, 
泾露山泉,https://poi-pic-gz.cdn.bcebos.com/pic_850f72c82d7483c481d959b0e70af3b6.jpeg,13993322230,13993322230, ,6,平凉市崆峒区泾河南路宏达国际花园, 
力液纯净水,https://poi-pic-gz.cdn.bcebos.com/pic_97a6fb53de343a7b479a8f89930147cc.jpeg,(0937)3364077/13830721857,(0937)3364077/13830721857, ,6,甘肃省酒泉市玉门市建国路1230号, 
露珠儿纯净水总代理,https://poi-pic-gz.cdn.bcebos.com/pic_87e5a5cb9b21ef14d7dc9c3f9df21810.jpeg,17866170505,17866170505, ,6,天水市清水县充国路西苑小区-南区东侧约90米, 
益康源纯净水,https://poi-pic-gz.cdn.bcebos.com/pic_6476dbf0916ae3a2e79880689d2d57f8.jpeg,(0938)6517999/(0938)6523886,(0938)6517999/(0938)6523886, ,6,天水市秦安县城西路滨河雅苑东侧约100米, 
翠峰山泉,https://poi-pic-gz.cdn.bcebos.com/pic_2dcb736251683a9f9af3d9b6656c9aef.jpeg,(0939)4422432,(0939)4422432, ,6,北滨河路与天嘉东路交叉路口往东南约100米(秦都花苑小区), 
鹏悦饮用天然水,https://poi-pic-gz.cdn.bcebos.com/pic_50423bc9cb11fb46a617d131d4c5d618.jpeg,13830100608,13830100608, ,6,临夏回族自治州永靖县太极中路锦绣嘉园, 
亿龙谷山泉,https://poi-pic-gz.cdn.bcebos.com/pic_bf792c8de6e2ada897e442e2c5ffa78c.jpeg,17326418822/18193424044,17326418822/18193424044, ,6,庆阳市西峰区育才西路恒美城市花园西北侧约90米, 
天池纯净水,https://poi-pic-gz.cdn.bcebos.com/pic_92e6ee34c028fdc1123e33975288235d.jpg,(0943)8612222,(0943)8612222, ,6,北京路202号, 
甘露水业,https://poi-pic-gz.cdn.bcebos.com/pic_9f5c4f16354e6f3db35d809eb2eb2343.jpeg,(0943)6630788,(0943)6630788, ,6,甘肃省白银市平川区长征东路天方名苑11幢11号商铺, 
陇上乡村纯净水(张掖店),https://poi-pic-gz.cdn.bcebos.com/pic_db7e9439fc11adbe80b947b6c8bf7abc.jpeg,15209366275,15209366275, ,6,甘肃省张掖市甘州区杏林南街西辰尚品小区北门西边, 
纯净水,https://poi-pic-gz.cdn.bcebos.com/pic_0bc6fea4e1e80f189fc8266120f8afbc.jpeg,(0936)2918851/18189625199/18189625299,(0936)2918851/18189625199/18189625299, ,6,甘肃省张掖市山丹县王什街惠农明苑11号, 
一品先生桶装水,https://taojin-pic-gz.cdn.bcebos.com/bos_gz_f26e5cf52aeccc19843d4e95870a80b1.jpg?x-bce-process=image/crop,x_158,y_82,w_571,h_571,18650279006,18650279006, ,6,莆田市荔城区道山街与凤兴东路交叉路口往东南约110米, 
景田桶装水(建设路店),https://lbsugc.cdn.bcebos.com/images/B66f244a24e3e910756.jpeg,(0594)2855681/15880304054/18030341688,(0594)2855681/15880304054/18030341688, ,6,福建省莆田市城厢区建设路370号, 
山里人家(城关金石中学店),https://taojin-his.cdn.bcebos.com/11385343fbf2b2117442c02ac78065380cd78e62.jpg,(0594)8330366,(0594)8330366, ,6,胜利路1442号（金石中学对面）, 
好水到家桶装水配送,https://lbsugc.cdn.bcebos.com/images/B6649c8c5e2d3eaa51.jpeg,15959087970,15959087970, ,6,福建省福州市闽侯县荆溪镇关口村787号, 
